source	repo	tag	commit	version_string	archive	archive_sha256	license	defines	patches
tf-psa-crypto	https://github.com/Mbed-TLS/TF-PSA-Crypto	tf-psa-crypto-1.1.1	a0632be94d883daa0295ac1eabf70359ad94f91b	1.1.1	https://github.com/Mbed-TLS/TF-PSA-Crypto/releases/download/tf-psa-crypto-1.1.1/tf-psa-crypto-1.1.1.tar.bz2	3236f70e827fa693ae9e97499957a80c6dba25395d4617b7d21ecb60c82a480e	Apache-2.0	PSA_WANT_ALG_SHA_1,PSA_WANT_ALG_SHA_256,PSA_WANT_ALG_SHA_384,PSA_WANT_ALG_SHA_512,PSA_WANT_ALG_HMAC,PSA_WANT_KEY_TYPE_HMAC,PSA_WANT_ALG_CBC_NO_PADDING,PSA_WANT_ALG_ECB_NO_PADDING,PSA_WANT_KEY_TYPE_AES,MBEDTLS_PSA_CRYPTO_C,MBEDTLS_PSA_CRYPTO_EXTERNAL_RNG	0001-avoid-zero-size-pubkey-array.patch
